transaction_id,date,merchant,amount,category,payment_method,description
T00845,2026-06-13,StarCoffee Cafe,269.78,Dining,UPI,Dining purchase at StarCoffee Cafe
T00846,2026-06-13,Swiggy Instamart,1615.6,Groceries,UPI,Groceries purchase at Swiggy Instamart
T00847,2026-06-13,PharmaCare Chemist,1446.86,Shopping,UPI,Shopping purchase at PharmaCare Chemist
T00848,2026-06-13,City Electricity Board,3540.15,Utilities,AutoPay,Utilities purchase at City Electricity Board
T00849,2026-06-14,Zomato Food Delivery,764.18,Dining,UPI,Dining purchase at Zomato Food Delivery
T00850,2026-06-15,Microsoft 365,489.0,Subscription,Card,Monthly subscription fee - Microsoft 365
T00851,2026-06-15,StarCoffee Cafe,311.13,Dining,UPI,Dining purchase at StarCoffee Cafe
T00852,2026-06-16,Swiggy Instamart,1502.69,Groceries,UPI,Groceries purchase at Swiggy Instamart
T00853,2026-06-16,TechStore Electronics,840.7,Shopping,NetBanking,Shopping purchase at TechStore Electronics
T00854,2026-06-16,Water Works Dept,569.83,Utilities,AutoPay,Utilities purchase at Water Works Dept
T00855,2026-06-17,CloudBox,799.0,Subscription,AutoPay,Monthly subscription fee - CloudBox
T00856,2026-06-17,City Electricity Board,2001.49,Utilities,UPI,Utilities purchase at City Electricity Board
T00857,2026-06-17,StarCoffee Cafe,411.65,Dining,UPI,Dining purchase at StarCoffee Cafe
T00858,2026-06-17,Shell Fuel Station,2626.22,Transport,Card,Transport purchase at Shell Fuel Station
T00859,2026-06-17,Local Diner,427.35,Dining,UPI,Dining purchase at Local Diner
T00860,2026-06-18,NewsPlus,249.0,Subscription,AutoPay,Monthly subscription fee - NewsPlus
T00861,2026-06-18,TechStore Electronics,4648.05,Shopping,Card,Shopping purchase at TechStore Electronics
T00862,2026-06-18,Supermarket Fresh,3320.32,Groceries,UPI,Groceries purchase at Supermarket Fresh
T00863,2026-06-18,TechStore Electronics,9255.48,Shopping,Card,Shopping purchase at TechStore Electronics
T00864,2026-06-18,Uber Rides,193.65,Transport,UPI,Transport purchase at Uber Rides
T00865,2026-06-19,Zomato Food Delivery,624.96,Dining,UPI,Dining purchase at Zomato Food Delivery
T00866,2026-06-19,StarCoffee Cafe,187.88,Dining,UPI,Dining purchase at StarCoffee Cafe
T00867,2026-06-19,Zomato Food Delivery,287.94,Dining,UPI,Dining purchase at Zomato Food Delivery
T00868,2026-06-19,City Electricity Board,1533.32,Utilities,UPI,Utilities purchase at City Electricity Board
T00869,2026-06-20,FitnessPro,499.0,Subscription,AutoPay,Monthly subscription fee - FitnessPro
T00870,2026-06-20,StarCoffee Cafe,397.45,Dining,UPI,Dining purchase at StarCoffee Cafe
T00871,2026-06-20,Swiggy Instamart,1076.3,Groceries,UPI,Groceries purchase at Swiggy Instamart
T00872,2026-06-20,Uber Rides,219.42,Transport,UPI,Transport purchase at Uber Rides
T00873,2026-06-20,Local Diner,817.09,Dining,UPI,Dining purchase at Local Diner
T00874,2026-06-21,City Electricity Board,2245.1,Utilities,UPI,Utilities purchase at City Electricity Board
T00875,2026-06-21,Water Works Dept,730.47,Utilities,AutoPay,Utilities purchase at Water Works Dept
T00876,2026-06-22,GamingPlus,699.0,Subscription,Card,Monthly subscription fee - GamingPlus
T00877,2026-06-22,Shell Fuel Station,2641.8,Transport,Card,Transport purchase at Shell Fuel Station
T00878,2026-06-22,Swiggy Instamart,1240.67,Groceries,UPI,Groceries purchase at Swiggy Instamart
T00879,2026-06-22,StarCoffee Cafe,220.65,Dining,UPI,Dining purchase at StarCoffee Cafe
T00880,2026-06-23,TechStore Electronics,10178.55,Shopping,NetBanking,Shopping purchase at TechStore Electronics
T00881,2026-06-23,TechStore Electronics,5562.56,Shopping,NetBanking,Shopping purchase at TechStore Electronics
T00882,2026-06-23,PharmaCare Chemist,1561.85,Shopping,Card,Shopping purchase at PharmaCare Chemist
T00883,2026-06-23,Local Diner,618.76,Dining,UPI,Dining purchase at Local Diner
T00884,2026-06-24,TechStore Electronics,2542.83,Shopping,NetBanking,Shopping purchase at TechStore Electronics
T00885,2026-06-24,TechStore Electronics,3851.65,Shopping,NetBanking,Shopping purchase at TechStore Electronics
T00886,2026-06-24,Swiggy Instamart,1525.0,Groceries,UPI,Groceries purchase at Swiggy Instamart
T00887,2026-06-24,City Electricity Board,2256.81,Utilities,UPI,Utilities purchase at City Electricity Board
T00888,2026-06-25,Substack Pro,399.0,Subscription,Card,Monthly subscription fee - Substack Pro
T00889,2026-06-25,StarCoffee Cafe,459.62,Dining,UPI,Dining purchase at StarCoffee Cafe
T00890,2026-06-25,Swiggy Instamart,1895.3,Groceries,UPI,Groceries purchase at Swiggy Instamart
T00891,2026-06-25,PharmaCare Chemist,1256.07,Shopping,Card,Shopping purchase at PharmaCare Chemist
T00892,2026-06-26,BookMyShow,530.61,Entertainment,UPI,Entertainment purchase at BookMyShow
T00893,2026-06-26,BookMyShow,376.07,Entertainment,UPI,Entertainment purchase at BookMyShow
T00894,2026-06-26,PharmaCare Chemist,858.97,Shopping,UPI,Shopping purchase at PharmaCare Chemist
T00895,2026-06-26,Shell Fuel Station,1705.36,Transport,Card,Transport purchase at Shell Fuel Station
T00896,2026-06-27,City Electricity Board,1699.71,Utilities,UPI,Utilities purchase at City Electricity Board
T00897,2026-06-27,Swiggy Instamart,869.38,Groceries,UPI,Groceries purchase at Swiggy Instamart
T00898,2026-06-27,Zomato Food Delivery,246.84,Dining,UPI,Dining purchase at Zomato Food Delivery
T00899,2026-06-27,BookMyShow,1285.05,Entertainment,UPI,Entertainment purchase at BookMyShow
T00900,2026-06-28,VPN Shield,299.0,Subscription,Card,Monthly subscription fee - VPN Shield
T00901,2026-06-28,Shell Fuel Station,2515.2,Transport,Card,Transport purchase at Shell Fuel Station
T00902,2026-06-29,PharmaCare Chemist,1026.76,Shopping,UPI,Shopping purchase at PharmaCare Chemist
T00903,2026-06-29,TechStore Electronics,11605.74,Shopping,NetBanking,Shopping purchase at TechStore Electronics
T00904,2026-06-30,Supermarket Fresh,660.61,Groceries,Card,Groceries purchase at Supermarket Fresh
T00905,2026-07-01,Amazon Prime,299.0,Subscription,AutoPay,Monthly subscription fee - Amazon Prime
T00906,2026-07-01,Water Works Dept,505.77,Utilities,AutoPay,Utilities purchase at Water Works Dept
T00907,2026-07-01,PharmaCare Chemist,991.11,Shopping,Card,Shopping purchase at PharmaCare Chemist
T00908,2026-07-02,Supermarket Fresh,1870.73,Groceries,UPI,Groceries purchase at Supermarket Fresh
T00909,2026-07-02,City Electricity Board,3985.48,Utilities,AutoPay,Utilities purchase at City Electricity Board
T00910,2026-07-02,StarCoffee Cafe,429.4,Dining,UPI,Dining purchase at StarCoffee Cafe
T00911,2026-07-03,Google One,149.0,Subscription,AutoPay,Monthly subscription fee - Google One
T00912,2026-07-03,Local Diner,644.53,Dining,UPI,Dining purchase at Local Diner
T00913,2026-07-03,Zomato Food Delivery,572.54,Dining,UPI,Dining purchase at Zomato Food Delivery
T00914,2026-07-03,StarCoffee Cafe,311.45,Dining,UPI,Dining purchase at StarCoffee Cafe
T00915,2026-07-04,StarCoffee Cafe,270.08,Dining,UPI,Dining purchase at StarCoffee Cafe
T00916,2026-07-04,Supermarket Fresh,3024.92,Groceries,Card,Groceries purchase at Supermarket Fresh
T00917,2026-07-04,PharmaCare Chemist,1304.07,Shopping,Card,Shopping purchase at PharmaCare Chemist
T00918,2026-07-05,Spotify,119.0,Subscription,AutoPay,Monthly subscription fee - Spotify
T00919,2026-07-05,Zomato Food Delivery,336.9,Dining,UPI,Dining purchase at Zomato Food Delivery
T00920,2026-07-05,Water Works Dept,427.52,Utilities,AutoPay,Utilities purchase at Water Works Dept
T00921,2026-07-06,Uber Rides,470.24,Transport,UPI,Transport purchase at Uber Rides
T00922,2026-07-06,City Electricity Board,1578.82,Utilities,AutoPay,Utilities purchase at City Electricity Board
T00923,2026-07-07,Swiggy Instamart,918.83,Groceries,UPI,Groceries purchase at Swiggy Instamart
T00924,2026-07-07,BookMyShow,536.28,Entertainment,UPI,Entertainment purchase at BookMyShow
T00925,2026-07-07,BookMyShow,1189.6,Entertainment,UPI,Entertainment purchase at BookMyShow
T00926,2026-07-07,Swiggy Instamart,355.01,Groceries,UPI,Groceries purchase at Swiggy Instamart
T00927,2026-07-08,Dropbox,800.0,Subscription,Card,Monthly subscription fee - Dropbox
T00928,2026-07-08,TechStore Electronics,2766.35,Shopping,Card,Shopping purchase at TechStore Electronics
T00929,2026-07-08,Local Diner,1021.31,Dining,UPI,Dining purchase at Local Diner
T00930,2026-07-08,Zomato Food Delivery,925.12,Dining,UPI,Dining purchase at Zomato Food Delivery
T00931,2026-07-09,Swiggy Instamart,855.18,Groceries,UPI,Groceries purchase at Swiggy Instamart
T00932,2026-07-09,TechStore Electronics,4547.83,Shopping,NetBanking,Shopping purchase at TechStore Electronics
T00933,2026-07-09,Swiggy Instamart,476.75,Groceries,UPI,Groceries purchase at Swiggy Instamart
T00934,2026-07-09,Swiggy Instamart,1195.09,Groceries,UPI,Groceries purchase at Swiggy Instamart
T00935,2026-07-10,YouTube Premium,149.0,Subscription,AutoPay,Monthly subscription fee - YouTube Premium
T00936,2026-07-10,Adobe,2672.0,Subscription,Card,Monthly subscription fee - Adobe
T00937,2026-07-10,StarCoffee Cafe,251.57,Dining,UPI,Dining purchase at StarCoffee Cafe
T00938,2026-07-10,Uber Rides,336.65,Transport,Card,Transport purchase at Uber Rides
T00939,2026-07-10,Zomato Food Delivery,503.58,Dining,UPI,Dining purchase at Zomato Food Delivery
T00940,2026-07-11,City Electricity Board,2001.53,Utilities,AutoPay,Utilities purchase at City Electricity Board
T00941,2026-07-11,Zomato Food Delivery,341.81,Dining,UPI,Dining purchase at Zomato Food Delivery
T00942,2026-07-11,Uber Rides,243.55,Transport,UPI,Transport purchase at Uber Rides
T00943,2026-07-11,Swiggy Instamart,272.21,Groceries,UPI,Groceries purchase at Swiggy Instamart
T00944,2026-07-12,Netflix,799.0,Subscription,AutoPay,Monthly subscription fee - Netflix
T00945,2026-07-12,Water Works Dept,375.09,Utilities,AutoPay,Utilities purchase at Water Works Dept
T00946,2026-07-13,City Electricity Board,3348.68,Utilities,UPI,Utilities purchase at City Electricity Board
T00947,2026-07-13,BookMyShow,1223.88,Entertainment,UPI,Entertainment purchase at BookMyShow
T00948,2026-07-13,Uber Rides,191.34,Transport,Card,Transport purchase at Uber Rides
T00949,2026-07-13,Shell Fuel Station,1784.18,Transport,Card,Transport purchase at Shell Fuel Station
T00950,2026-07-14,Zomato Food Delivery,430.73,Dining,UPI,Dining purchase at Zomato Food Delivery
T00951,2026-07-14,Swiggy Instamart,1457.13,Groceries,UPI,Groceries purchase at Swiggy Instamart
T00952,2026-07-15,Microsoft 365,489.0,Subscription,Card,Monthly subscription fee - Microsoft 365
T00953,2026-07-15,Swiggy Instamart,376.44,Groceries,UPI,Groceries purchase at Swiggy Instamart
T00954,2026-07-16,BookMyShow,785.5,Entertainment,UPI,Entertainment purchase at BookMyShow
T00955,2026-07-17,CloudBox,799.0,Subscription,AutoPay,Monthly subscription fee - CloudBox
T00956,2026-07-17,StarCoffee Cafe,400.8,Dining,UPI,Dining purchase at StarCoffee Cafe
T00957,2026-07-17,Local Diner,1256.03,Dining,UPI,Dining purchase at Local Diner
T00958,2026-07-17,Water Works Dept,444.55,Utilities,AutoPay,Utilities purchase at Water Works Dept
T00959,2026-07-17,Water Works Dept,775.91,Utilities,AutoPay,Utilities purchase at Water Works Dept
T00960,2026-07-18,NewsPlus,249.0,Subscription,AutoPay,Monthly subscription fee - NewsPlus
T00961,2026-07-18,Shell Fuel Station,2821.41,Transport,Card,Transport purchase at Shell Fuel Station
T00962,2026-07-18,BookMyShow,971.29,Entertainment,UPI,Entertainment purchase at BookMyShow
T00963,2026-07-19,Swiggy Instamart,419.48,Groceries,UPI,Groceries purchase at Swiggy Instamart
T00964,2026-07-19,Shell Fuel Station,2810.88,Transport,Card,Transport purchase at Shell Fuel Station
T00965,2026-07-20,FitnessPro,499.0,Subscription,AutoPay,Monthly subscription fee - FitnessPro
T00966,2026-07-20,Swiggy Instamart,1106.68,Groceries,UPI,Groceries purchase at Swiggy Instamart
T00967,2026-07-20,BookMyShow,621.9,Entertainment,UPI,Entertainment purchase at BookMyShow
T00968,2026-07-20,Zomato Food Delivery,939.41,Dining,UPI,Dining purchase at Zomato Food Delivery
T00969,2026-07-21,City Electricity Board,3980.68,Utilities,UPI,Utilities purchase at City Electricity Board
T00970,2026-07-21,PharmaCare Chemist,307.79,Shopping,Card,Shopping purchase at PharmaCare Chemist
T00971,2026-07-22,GamingPlus,699.0,Subscription,Card,Monthly subscription fee - GamingPlus
T00972,2026-07-22,Uber Rides,505.7,Transport,Card,Transport purchase at Uber Rides
T00973,2026-07-22,PharmaCare Chemist,701.2,Shopping,Card,Shopping purchase at PharmaCare Chemist
T00974,2026-07-23,PharmaCare Chemist,733.05,Shopping,UPI,Shopping purchase at PharmaCare Chemist
T00975,2026-07-23,StarCoffee Cafe,370.09,Dining,UPI,Dining purchase at StarCoffee Cafe
T00976,2026-07-23,City Electricity Board,2892.16,Utilities,UPI,Utilities purchase at City Electricity Board
T00977,2026-07-24,Water Works Dept,822.64,Utilities,AutoPay,Utilities purchase at Water Works Dept
T00978,2026-07-24,Swiggy Instamart,184.25,Groceries,UPI,Groceries purchase at Swiggy Instamart
T00979,2026-07-24,BookMyShow,1369.37,Entertainment,UPI,Entertainment purchase at BookMyShow
T00980,2026-07-25,Substack Pro,399.0,Subscription,Card,Monthly subscription fee - Substack Pro
T00981,2026-07-25,Zomato Food Delivery,510.33,Dining,UPI,Dining purchase at Zomato Food Delivery
T00982,2026-07-26,Water Works Dept,447.7,Utilities,AutoPay,Utilities purchase at Water Works Dept
T00983,2026-07-26,TechStore Electronics,6794.07,Shopping,Card,Shopping purchase at TechStore Electronics
T00984,2026-07-27,TechStore Electronics,10782.78,Shopping,Card,Shopping purchase at TechStore Electronics
T00985,2026-07-27,Supermarket Fresh,663.66,Groceries,UPI,Groceries purchase at Supermarket Fresh
T00986,2026-07-27,Supermarket Fresh,741.35,Groceries,Card,Groceries purchase at Supermarket Fresh
T00987,2026-07-27,Water Works Dept,551.08,Utilities,AutoPay,Utilities purchase at Water Works Dept
T00988,2026-07-28,VPN Shield,299.0,Subscription,Card,Monthly subscription fee - VPN Shield
T00989,2026-07-28,BookMyShow,1300.35,Entertainment,UPI,Entertainment purchase at BookMyShow
T00990,2026-07-28,Uber Rides,587.21,Transport,UPI,Transport purchase at Uber Rides
T00991,2026-07-29,PharmaCare Chemist,653.44,Shopping,Card,Shopping purchase at PharmaCare Chemist
T00992,2026-07-30,PharmaCare Chemist,1457.62,Shopping,Card,Shopping purchase at PharmaCare Chemist
T00993,2026-07-30,Supermarket Fresh,1598.48,Groceries,UPI,Groceries purchase at Supermarket Fresh
T00994,2026-07-30,BookMyShow,1069.39,Entertainment,UPI,Entertainment purchase at BookMyShow
T00995,2026-07-31,PharmaCare Chemist,254.97,Shopping,Card,Shopping purchase at PharmaCare Chemist
T00996,2026-07-31,Supermarket Fresh,1022.28,Groceries,Card,Groceries purchase at Supermarket Fresh
T00997,2026-07-31,Uber Rides,446.84,Transport,UPI,Transport purchase at Uber Rides
T00998,2026-07-31,Supermarket Fresh,375.4,Groceries,UPI,Groceries purchase at Supermarket Fresh
T00999,2026-08-01,Amazon Prime,299.0,Subscription,AutoPay,Monthly subscription fee - Amazon Prime
T01000,2026-08-01,City Electricity Board,3373.88,Utilities,UPI,Utilities purchase at City Electricity Board
T01001,2026-08-02,Shell Fuel Station,1966.14,Transport,Card,Transport purchase at Shell Fuel Station
T01002,2026-08-03,Google One,149.0,Subscription,AutoPay,Monthly subscription fee - Google One
T01003,2026-08-03,TechStore Electronics,4726.96,Shopping,NetBanking,Shopping purchase at TechStore Electronics
T01004,2026-08-04,City Electricity Board,3588.34,Utilities,AutoPay,Utilities purchase at City Electricity Board
T01005,2026-08-04,PharmaCare Chemist,1589.55,Shopping,Card,Shopping purchase at PharmaCare Chemist
T01006,2026-08-05,Spotify,119.0,Subscription,AutoPay,Monthly subscription fee - Spotify
T01007,2026-08-05,Zomato Food Delivery,631.2,Dining,UPI,Dining purchase at Zomato Food Delivery
T01008,2026-08-06,TechStore Electronics,8807.97,Shopping,Card,Shopping purchase at TechStore Electronics
T01009,2026-08-06,City Electricity Board,3163.41,Utilities,UPI,Utilities purchase at City Electricity Board
T01010,2026-08-06,Shell Fuel Station,1373.38,Transport,Card,Transport purchase at Shell Fuel Station
T01011,2026-08-06,Uber Rides,526.22,Transport,UPI,Transport purchase at Uber Rides
T01012,2026-08-07,City Electricity Board,2349.16,Utilities,AutoPay,Utilities purchase at City Electricity Board
T01013,2026-08-07,Shell Fuel Station,1753.94,Transport,Card,Transport purchase at Shell Fuel Station
T01014,2026-08-07,Shell Fuel Station,2306.79,Transport,Card,Transport purchase at Shell Fuel Station
T01015,2026-08-08,Dropbox,800.0,Subscription,Card,Monthly subscription fee - Dropbox
T01016,2026-08-08,PharmaCare Chemist,1416.22,Shopping,Card,Shopping purchase at PharmaCare Chemist
T01017,2026-08-09,BookMyShow,730.93,Entertainment,UPI,Entertainment purchase at BookMyShow
T01018,2026-08-09,Shell Fuel Station,2189.78,Transport,Card,Transport purchase at Shell Fuel Station
T01019,2026-08-10,YouTube Premium,149.0,Subscription,AutoPay,Monthly subscription fee - YouTube Premium
T01020,2026-08-10,Adobe,2672.0,Subscription,Card,Monthly subscription fee - Adobe
T01021,2026-08-10,Water Works Dept,650.95,Utilities,AutoPay,Utilities purchase at Water Works Dept
T01022,2026-08-10,Zomato Food Delivery,868.77,Dining,UPI,Dining purchase at Zomato Food Delivery
T01023,2026-08-11,TechStore Electronics,2017.8,Shopping,NetBanking,Shopping purchase at TechStore Electronics
T01024,2026-08-11,TechStore Electronics,6783.1,Shopping,Card,Shopping purchase at TechStore Electronics
T01025,2026-08-11,Water Works Dept,824.95,Utilities,AutoPay,Utilities purchase at Water Works Dept
T01026,2026-08-12,Netflix,799.0,Subscription,AutoPay,Monthly subscription fee - Netflix
T01027,2026-08-12,Swiggy Instamart,296.16,Groceries,UPI,Groceries purchase at Swiggy Instamart
T01028,2026-08-13,Supermarket Fresh,3256.12,Groceries,UPI,Groceries purchase at Supermarket Fresh
T01029,2026-08-13,Zomato Food Delivery,429.14,Dining,UPI,Dining purchase at Zomato Food Delivery
T01030,2026-08-14,BookMyShow,742.51,Entertainment,UPI,Entertainment purchase at BookMyShow
T01031,2026-08-14,Local Diner,346.14,Dining,UPI,Dining purchase at Local Diner
T01032,2026-08-14,Zomato Food Delivery,892.28,Dining,UPI,Dining purchase at Zomato Food Delivery
T01033,2026-08-14,Zomato Food Delivery,458.53,Dining,UPI,Dining purchase at Zomato Food Delivery
T01034,2026-08-15,Microsoft 365,489.0,Subscription,Card,Monthly subscription fee - Microsoft 365
T01035,2026-08-15,BookMyShow,781.23,Entertainment,UPI,Entertainment purchase at BookMyShow
T01036,2026-08-15,Supermarket Fresh,1120.11,Groceries,UPI,Groceries purchase at Supermarket Fresh
T01037,2026-08-15,StarCoffee Cafe,316.01,Dining,UPI,Dining purchase at StarCoffee Cafe
T01038,2026-08-16,PharmaCare Chemist,1217.71,Shopping,Card,Shopping purchase at PharmaCare Chemist
T01039,2026-08-16,StarCoffee Cafe,183.8,Dining,UPI,Dining purchase at StarCoffee Cafe
T01040,2026-08-16,BookMyShow,312.49,Entertainment,UPI,Entertainment purchase at BookMyShow
T01041,2026-08-17,CloudBox,799.0,Subscription,AutoPay,Monthly subscription fee - CloudBox
T01042,2026-08-17,Zomato Food Delivery,597.57,Dining,UPI,Dining purchase at Zomato Food Delivery
T01043,2026-08-17,Uber Rides,335.93,Transport,UPI,Transport purchase at Uber Rides
T01044,2026-08-17,BookMyShow,1275.06,Entertainment,UPI,Entertainment purchase at BookMyShow
T01045,2026-08-18,NewsPlus,249.0,Subscription,AutoPay,Monthly subscription fee - NewsPlus
T01046,2026-08-18,City Electricity Board,2234.35,Utilities,AutoPay,Utilities purchase at City Electricity Board
T01047,2026-08-18,Local Diner,1069.17,Dining,UPI,Dining purchase at Local Diner
T01048,2026-08-18,Water Works Dept,550.36,Utilities,AutoPay,Utilities purchase at Water Works Dept
T01049,2026-08-19,Water Works Dept,772.65,Utilities,AutoPay,Utilities purchase at Water Works Dept
T01050,2026-08-20,FitnessPro,499.0,Subscription,AutoPay,Monthly subscription fee - FitnessPro
T01051,2026-08-20,Uber Rides,277.56,Transport,Card,Transport purchase at Uber Rides
T01052,2026-08-20,Swiggy Instamart,1339.49,Groceries,UPI,Groceries purchase at Swiggy Instamart
T01053,2026-08-20,Shell Fuel Station,2681.56,Transport,Card,Transport purchase at Shell Fuel Station
T01054,2026-08-21,Supermarket Fresh,1120.34,Groceries,UPI,Groceries purchase at Supermarket Fresh
T01055,2026-08-22,GamingPlus,699.0,Subscription,Card,Monthly subscription fee - GamingPlus
T01056,2026-08-22,City Electricity Board,3984.61,Utilities,AutoPay,Utilities purchase at City Electricity Board
T01057,2026-08-22,Supermarket Fresh,2091.52,Groceries,UPI,Groceries purchase at Supermarket Fresh
T01058,2026-08-22,Shell Fuel Station,1843.6,Transport,Card,Transport purchase at Shell Fuel Station
T01059,2026-08-23,Local Diner,1199.9,Dining,UPI,Dining purchase at Local Diner
T01060,2026-08-23,StarCoffee Cafe,330.61,Dining,UPI,Dining purchase at StarCoffee Cafe
T01061,2026-08-23,Uber Rides,261.59,Transport,Card,Transport purchase at Uber Rides
T01062,2026-08-24,StarCoffee Cafe,443.1,Dining,UPI,Dining purchase at StarCoffee Cafe
T01063,2026-08-24,Local Diner,626.4,Dining,UPI,Dining purchase at Local Diner
T01064,2026-08-24,Supermarket Fresh,1512.1,Groceries,UPI,Groceries purchase at Supermarket Fresh
T01065,2026-08-24,Swiggy Instamart,1529.35,Groceries,UPI,Groceries purchase at Swiggy Instamart
T01066,2026-08-25,Substack Pro,399.0,Subscription,Card,Monthly subscription fee - Substack Pro
T01067,2026-08-25,TechStore Electronics,7304.45,Shopping,NetBanking,Shopping purchase at TechStore Electronics
T01068,2026-08-25,Shell Fuel Station,2664.93,Transport,Card,Transport purchase at Shell Fuel Station
T01069,2026-08-25,Uber Rides,153.19,Transport,UPI,Transport purchase at Uber Rides
T01070,2026-08-25,Supermarket Fresh,1083.94,Groceries,UPI,Groceries purchase at Supermarket Fresh
T01071,2026-08-26,TechStore Electronics,516.81,Shopping,NetBanking,Shopping purchase at TechStore Electronics
T01072,2026-08-27,StarCoffee Cafe,241.56,Dining,UPI,Dining purchase at StarCoffee Cafe
T01073,2026-08-27,City Electricity Board,2828.48,Utilities,AutoPay,Utilities purchase at City Electricity Board
T01074,2026-08-27,Uber Rides,505.83,Transport,Card,Transport purchase at Uber Rides
T01075,2026-08-28,VPN Shield,299.0,Subscription,Card,Monthly subscription fee - VPN Shield
T01076,2026-08-28,Shell Fuel Station,2994.57,Transport,Card,Transport purchase at Shell Fuel Station
T01077,2026-08-29,Water Works Dept,836.01,Utilities,AutoPay,Utilities purchase at Water Works Dept
T01078,2026-08-29,Swiggy Instamart,344.39,Groceries,UPI,Groceries purchase at Swiggy Instamart
T01079,2026-08-29,PharmaCare Chemist,1333.55,Shopping,Card,Shopping purchase at PharmaCare Chemist
T01080,2026-08-30,City Electricity Board,3288.6,Utilities,AutoPay,Utilities purchase at City Electricity Board
T01081,2026-08-31,Local Diner,550.14,Dining,UPI,Dining purchase at Local Diner
T01082,2026-08-31,City Electricity Board,3391.96,Utilities,UPI,Utilities purchase at City Electricity Board
